#{"t_start": 1775183766.833431, "env_id": "None"}
r,l,t,success,task_phase
27.866587,168,228.998855,False,TOUCHDOWN
27.18532,168,229.574807,False,TOUCHDOWN
31.040935,177,230.180689,False,TOUCHDOWN
23.687072,170,230.763465,False,TOUCHDOWN
25.712779,171,231.349898,False,TOUCHDOWN
26.567372,165,231.914724,False,TOUCHDOWN
24.922125,175,232.514538,False,TOUCHDOWN
26.137812,172,233.104024,False,TOUCHDOWN
26.888419,168,233.680474,False,TOUCHDOWN
26.702718,166,234.248535,False,TOUCHDOWN
27.437776,172,234.840667,False,TOUCHDOWN
29.840374,172,235.435686,False,TOUCHDOWN
27.111377,169,236.031634,False,TOUCHDOWN
29.324397,179,236.645248,False,TOUCHDOWN
28.382339,172,237.235281,False,TOUCHDOWN
28.326536,168,237.811807,False,TOUCHDOWN
26.597414,168,238.384355,False,TOUCHDOWN
26.136879,169,238.964921,False,TOUCHDOWN
24.545235,166,239.531761,False,TOUCHDOWN
26.413768,172,240.123266,False,TOUCHDOWN
26.036484,171,240.706714,False,TOUCHDOWN
26.717704,172,241.297292,False,TOUCHDOWN
26.134393,171,241.881655,False,TOUCHDOWN
26.022218,173,242.473939,False,TOUCHDOWN
25.542013,172,243.064264,False,TOUCHDOWN
25.757878,174,243.658642,False,TOUCHDOWN
25.187028,175,244.258147,False,TOUCHDOWN
25.263521,173,244.848831,False,TOUCHDOWN
24.908648,175,245.462089,False,TOUCHDOWN
24.968266,173,246.053675,False,TOUCHDOWN
24.752196,175,246.652926,False,TOUCHDOWN
24.243424,173,247.247575,False,TOUCHDOWN
22.366222,174,247.842478,False,TOUCHDOWN
22.853288,177,248.448139,False,TOUCHDOWN
22.989185,173,249.041132,False,TOUCHDOWN
25.705514,178,249.648948,False,TOUCHDOWN
22.503804,179,250.260986,False,TOUCHDOWN
23.422386,181,250.881125,False,TOUCHDOWN
22.45717,174,251.475354,False,TOUCHDOWN
22.993649,182,252.098821,False,TOUCHDOWN
22.873904,178,252.708489,False,TOUCHDOWN
23.734155,185,253.34024,False,TOUCHDOWN
24.811655,184,253.968428,False,TOUCHDOWN
22.963685,179,254.596559,False,TOUCHDOWN
23.091514,177,255.201962,False,TOUCHDOWN
23.67605,181,255.822787,False,TOUCHDOWN
21.28958,180,256.446941,False,TOUCHDOWN
23.980721,183,257.074778,False,TOUCHDOWN
24.608535,179,257.687121,False,TOUCHDOWN
24.569648,177,258.29699,False,TOUCHDOWN
25.332802,183,258.923965,False,TOUCHDOWN
23.898155,179,259.534755,False,TOUCHDOWN
25.731221,180,260.154267,False,TOUCHDOWN
26.884909,184,260.784063,False,TOUCHDOWN
25.092263,170,261.366578,False,TOUCHDOWN
27.068096,178,261.991159,False,TOUCHDOWN
25.799523,185,262.626099,False,TOUCHDOWN
26.384984,181,263.247003,False,TOUCHDOWN
26.751399,180,263.864446,False,TOUCHDOWN
26.725122,187,264.503247,False,TOUCHDOWN
27.518613,184,265.136638,False,TOUCHDOWN
28.300646,176,265.739436,False,TOUCHDOWN
28.329929,179,266.350207,False,TOUCHDOWN
28.15196,180,266.966668,False,TOUCHDOWN
29.472597,184,267.595603,False,TOUCHDOWN
29.738985,183,268.22255,False,TOUCHDOWN
28.371878,188,268.866558,False,TOUCHDOWN
29.090264,180,269.482135,False,TOUCHDOWN
29.481254,183,270.110459,False,TOUCHDOWN
29.922069,189,270.758953,False,TOUCHDOWN
28.286868,177,271.367649,False,TOUCHDOWN
27.48915,165,271.949021,False,TOUCHDOWN
30.345953,180,272.56339,False,TOUCHDOWN
29.322197,182,273.188196,False,TOUCHDOWN
28.065614,173,273.780767,False,TOUCHDOWN
27.901549,180,274.39511,False,TOUCHDOWN
29.201812,174,274.992339,False,TOUCHDOWN
30.855471,181,275.610976,False,TOUCHDOWN
29.399072,171,276.198928,False,TOUCHDOWN
